event_id,user_id,event_name,event_timestamp,event_source
49,12,subscription_started,2025-10-25 10:03:00,web
50,12,payment_failed,2025-10-25 10:03:00,google_pay
51,13,signup,2025-04-10 07:10:00,web
52,13,support_contacted,2025-04-23 07:10:00,web
53,13,trial_started,2025-04-13 11:10:00,web
54,13,subscription_started,2025-04-27 11:10:00,web
55,13,payment_success,2025-04-27 11:10:00,crypto
56,14,signup,2025-12-26 18:47:00,ios
57,14,trial_started,2025-12-30 19:47:00,ios
58,15,signup,2025-08-11 02:38:00,android
59,15,trial_started,2025-08-11 08:38:00,android
60,15,subscription_expired,2025-08-25 08:38:00,android
61,16,signup,2025-12-04 10:59:00,ios
62,16,trial_started,2025-12-04 10:59:00,ios
63,16,subscription_started,2025-12-18 10:59:00,ios
64,16,payment_success,2025-12-18 10:59:00,card
65,17,signup,2025-06-15 07:23:00,android
66,17,trial_started,2025-06-20 15:23:00,android
67,17,subscription_started,2025-07-04 15:23:00,android
68,17,payment_success,2025-07-04 15:23:00,card
69,17,payment_success,2025-10-02 15:23:00,card
70,17,payment_success,2025-12-31 15:23:00,bank_transfer
71,18,signup,2025-12-10 02:40:00,ios
72,19,signup,2025-10-05 17:45:00,ios
73,20,signup,2025-12-10 18:35:00,ios
74,21,signup,2025-10-21 06:43:00,android
75,21,trial_started,2025-10-22 08:43:00,android
76,21,subscription_expired,2025-11-05 08:43:00,android
77,22,signup,2025-07-11 13:01:00,android
78,22,trial_started,2025-07-13 01:01:00,android
79,22,subscription_expired,2025-07-27 01:01:00,android
80,23,signup,2025-10-29 01:54:00,web
81,23,trial_started,2025-11-03 04:54:00,web
82,23,subscription_started,2025-11-17 04:54:00,web
83,23,payment_success,2025-11-17 04:54:00,crypto
84,23,payment_success,2025-12-17 04:54:00,card
85,23,subscription_canceled,2025-12-26 04:54:00,web
86,24,signup,2025-06-10 01:06:00,android
87,24,support_contacted,2025-06-29 01:06:00,android
88,24,trial_started,2025-06-10 12:06:00,android
89,24,subscription_started,2025-06-24 12:06:00,android
90,24,payment_success,2025-06-24 12:06:00,apple_pay
91,24,payment_success,2025-07-24 12:06:00,card
92,24,payment_success,2025-08-23 12:06:00,bank_transfer
93,24,payment_success,2025-09-22 12:06:00,bank_transfer
94,24,payment_success,2025-10-22 12:06:00,card
95,24,payment_success,2025-11-21 12:06:00,card
96,24,payment_success,2025-12-21 12:06:00,card
97,25,signup,2025-11-10 14:28:00,android
98,25,trial_started,2025-11-16 00:28:00,android
99,25,subscription_started,2025-11-30 00:28:00,android
100,25,payment_success,2025-11-30 00:28:00,card
101,25,payment_success,2025-12-30 00:28:00,card
102,26,signup,2025-07-11 20:36:00,android
103,26,support_contacted,2025-07-15 20:36:00,android
104,27,signup,2025-09-23 07:11:00,android
105,27,support_contacted,2025-09-28 07:11:00,android
106,28,signup,2025-08-24 21:33:00,web
107,28,trial_started,2025-08-29 04:33:00,web
108,28,subscription_expired,2025-09-12 04:33:00,web
109,29,signup,2025-12-11 15:28:00,android
110,29,trial_started,2025-12-12 02:28:00,android
111,29,subscription_started,2025-12-26 02:28:00,android
112,29,payment_success,2025-12-26 02:28:00,crypto
113,30,signup,2025-12-21 02:26:00,android
114,30,trial_started,2025-12-26 02:26:00,android
115,31,signup,2025-04-22 18:24:00,ios
116,31,trial_started,2025-04-28 02:24:00,ios
117,31,subscription_expired,2025-05-12 02:24:00,ios
118,32,signup,2025-11-12 15:14:00,android
119,33,signup,2025-12-09 04:39:00,android
120,34,signup,2025-09-28 05:03:00,android
121,35,signup,2025-07-09 13:16:00,android
122,35,trial_started,2025-07-14 13:16:00,android
123,35,subscription_expired,2025-07-28 13:16:00,android
124,36,signup,2025-09-04 06:53:00,ios
125,36,support_contacted,2025-09-13 06:53:00,ios
126,37,signup,2025-08-11 05:38:00,ios
127,37,support_contacted,2025-08-12 05:38:00,ios
128,38,signup,2025-12-30 18:43:00,web
129,38,trial_started,2026-01-05 06:43:00,web
130,39,signup,2025-04-16 21:38:00,android
131,39,trial_started,2025-04-22 02:38:00,android
132,39,subscription_started,2025-05-06 02:38:00,android
133,39,payment_success,2025-05-06 02:38:00,card
134,39,payment_success,2025-06-05 02:38:00,card
135,39,payment_success,2025-07-05 02:38:00,bank_transfer
136,39,payment_success,2025-08-04 02:38:00,apple_pay
137,39,payment_success,2025-09-03 02:38:00,google_pay
138,39,payment_success,2025-10-03 02:38:00,bank_transfer
139,39,payment_success,2025-11-02 02:38:00,card
140,39,payment_success,2025-12-02 02:38:00,card
141,40,signup,2025-09-01 06:05:00,android
142,40,trial_started,2025-09-01 07:05:00,android
143,40,subscription_started,2025-09-15 07:05:00,android
144,40,payment_success,2025-09-15 07:05:00,crypto
145,40,payment_success,2025-10-15 07:05:00,apple_pay
146,40,payment_success,2025-11-14 07:05:00,card
147,40,subscription_canceled,2025-12-06 07:05:00,android
148,41,signup,2025-11-16 06:47:00,web
149,41,support_contacted,2025-11-23 06:47:00,web
150,41,trial_started,2025-11-18 08:47:00,web
151,41,subscription_started,2025-12-02 08:47:00,web
152,41,payment_success,2025-12-02 08:47:00,card
153,42,signup,2025-08-14 15:06:00,android
154,42,support_contacted,2025-08-30 15:06:00,android
155,42,trial_started,2025-08-14 21:06:00,android
156,42,subscription_started,2025-08-28 21:06:00,android
157,42,payment_success,2025-08-28 21:06:00,card
158,42,payment_success,2025-11-26 21:06:00,card
159,43,signup,2025-11-03 16:24:00,web
160,43,trial_started,2025-11-08 17:24:00,web
161,43,subscription_expired,2025-11-22 17:24:00,web
162,44,signup,2025-10-05 06:16:00,ios
163,44,trial_started,2025-10-07 06:16:00,ios
164,44,subscription_started,2025-10-21 06:16:00,ios
165,44,payment_success,2025-10-21 06:16:00,card
166,45,signup,2025-03-30 21:51:00,android
167,45,trial_started,2025-04-01 09:51:00,android
168,45,subscription_started,2025-04-15 09:51:00,android
169,45,payment_success,2025-04-15 09:51:00,card
170,45,payment_success,2025-07-14 09:51:00,google_pay
171,45,payment_success,2025-10-12 09:51:00,card
172,46,signup,2025-11-25 21:53:00,ios
173,46,trial_started,2025-11-27 04:53:00,ios
174,46,subscription_started,2025-12-11 04:53:00,ios
175,46,payment_success,2025-12-11 04:53:00,google_pay
176,47,signup,2025-06-16 13:21:00,ios
177,47,trial_started,2025-06-20 13:21:00,ios
178,47,subscription_started,2025-07-04 13:21:00,ios
179,47,payment_success,2025-07-04 13:21:00,card
180,47,payment_success,2025-08-03 13:21:00,crypto
181,47,payment_success,2025-09-02 13:21:00,card
182,47,payment_failed,2025-10-02 13:21:00,google_pay
183,47,payment_failed,2025-11-01 13:21:00,apple_pay
184,47,payment_success,2025-11-08 13:21:00,apple_pay
185,47,subscription_canceled,2025-11-19 13:21:00,ios
186,48,signup,2025-10-01 14:07:00,web
187,48,trial_started,2025-10-04 17:07:00,web
188,48,subscription_started,2025-10-18 17:07:00,web
189,48,payment_success,2025-10-18 17:07:00,google_pay
190,48,payment_success,2025-11-17 17:07:00,card
191,48,payment_success,2025-12-17 17:07:00,card
192,48,subscription_canceled,2025-12-30 17:07:00,web
193,49,signup,2025-09-28 04:28:00,android
194,49,trial_started,2025-10-03 07:28:00,android
195,49,subscription_expired,2025-10-17 07:28:00,android
196,50,signup,2025-11-15 13:02:00,web
197,50,trial_started,2025-11-16 20:02:00,web
198,50,subscription_expired,2025-11-30 20:02:00,web
199,51,signup,2025-06-16 18:21:00,android
200,51,trial_started,2025-06-21 20:21:00,android
201,51,subscription_started,2025-07-05 20:21:00,android
202,51,payment_success,2025-07-05 20:21:00,google_pay
203,51,payment_success,2025-10-03 20:21:00,apple_pay
204,51,plan_downgraded,2025-10-23 20:21:00,android
205,51,subscription_canceled,2025-11-18 20:21:00,android
206,52,signup,2025-08-30 09:14:00,ios
207,52,trial_started,2025-08-30 09:14:00,ios
208,52,subscription_started,2025-09-13 09:14:00,ios
209,52,payment_success,2025-09-13 09:14:00,crypto
210,52,payment_success,2025-10-13 09:14:00,card
211,52,payment_success,2025-11-12 09:14:00,google_pay
212,52,subscription_canceled,2025-12-12 09:14:00,ios
213,53,signup,2025-12-03 00:57:00,android
214,53,trial_started,2025-12-08 06:57:00,android
215,53,subscription_expired,2025-12-22 06:57:00,android
216,54,signup,2025-12-12 09:12:00,ios
217,54,trial_started,2025-12-12 19:12:00,ios
218,54,subscription_started,2025-12-26 19:12:00,ios
219,54,payment_success,2025-12-26 19:12:00,apple_pay
220,55,signup,2025-02-22 09:49:00,ios
221,55,trial_started,2025-02-27 19:49:00,ios
222,55,subscription_expired,2025-03-13 19:49:00,ios
223,56,signup,2025-12-06 20:41:00,ios
224,56,trial_started,2025-12-09 22:41:00,ios
225,56,subscription_started,2025-12-23 22:41:00,ios
226,56,payment_success,2025-12-23 22:41:00,card
227,57,signup,2025-08-06 15:51:00,android
228,57,trial_started,2025-08-12 02:51:00,android
229,57,subscription_expired,2025-08-26 02:51:00,android
230,58,signup,2025-09-21 17:23:00,ios
231,58,trial_started,2025-09-25 03:23:00,ios
232,58,subscription_expired,2025-10-09 03:23:00,ios
233,59,signup,2025-03-23 07:30:00,android
234,59,support_contacted,2025-04-07 07:30:00,android
235,60,signup,2025-11-29 09:41:00,web
236,60,support_contacted,2025-12-17 09:41:00,web
237,60,trial_started,2025-12-02 14:41:00,web
238,60,subscription_expired,2025-12-16 14:41:00,web
239,61,signup,2025-07-27 17:26:00,web
240,62,signup,2025-07-20 08:02:00,android
241,62,trial_started,2025-07-25 13:02:00,android
242,62,subscription_started,2025-08-08 13:02:00,android
243,62,payment_success,2025-08-08 13:02:00,google_pay
244,62,payment_failed,2025-09-07 13:02:00,bank_transfer
245,62,payment_success,2025-10-07 13:02:00,apple_pay
246,62,payment_success,2025-11-06 13:02:00,bank_transfer
247,62,payment_success,2025-12-06 13:02:00,apple_pay
248,63,signup,2025-12-26 17:16:00,web
249,63,trial_started,2025-12-26 19:16:00,web
250,64,signup,2025-02-07 04:47:00,ios
251,64,trial_started,2025-02-08 13:47:00,ios
252,64,subscription_started,2025-02-22 13:47:00,ios
253,64,payment_success,2025-02-22 13:47:00,crypto
254,64,payment_success,2025-05-23 13:47:00,card
255,64,payment_success,2025-08-21 13:47:00,google_pay
256,64,payment_success,2025-11-19 13:47:00,card
257,65,signup,2025-07-30 19:33:00,android
258,66,signup,2025-11-23 17:46:00,web
259,66,trial_started,2025-11-25 23:46:00,web
260,66,subscription_started,2025-12-09 23:46:00,web
261,66,payment_success,2025-12-09 23:46:00,apple_pay
262,67,signup,2025-09-17 23:47:00,ios
263,67,trial_started,2025-09-23 11:47:00,ios
264,67,subscription_started,2025-10-07 11:47:00,ios
265,67,payment_success,2025-10-07 11:47:00,bank_transfer
266,67,subscription_canceled,2025-11-29 11:47:00,ios
267,68,signup,2025-11-06 17:23:00,ios
268,68,trial_started,2025-11-12 03:23:00,ios
269,68,subscription_expired,2025-11-26 03:23:00,ios
270,69,signup,2025-07-10 21:53:00,ios
271,69,trial_started,2025-07-12 06:53:00,ios
272,69,subscription_expired,2025-07-26 06:53:00,ios
273,70,signup,2025-08-06 23:40:00,android
274,70,support_contacted,2025-08-16 23:40:00,android
275,71,signup,2025-10-22 18:38:00,ios
276,71,trial_started,2025-10-26 03:38:00,ios
277,71,subscription_started,2025-11-09 03:38:00,ios
278,71,payment_success,2025-11-09 03:38:00,card
279,71,payment_failed,2025-12-09 03:38:00,card
280,71,payment_success,2025-12-10 03:38:00,card
281,72,signup,2025-07-15 06:49:00,ios
282,72,support_contacted,2025-07-28 06:49:00,ios
283,72,trial_started,2025-07-16 14:49:00,ios
284,72,subscription_expired,2025-07-30 14:49:00,ios
285,73,signup,2025-07-21 11:04:00,android
286,73,trial_started,2025-07-24 22:04:00,android
287,73,subscription_expired,2025-08-07 22:04:00,android
288,74,signup,2025-12-11 12:01:00,web
289,74,trial_started,2025-12-11 15:01:00,web
290,74,subscription_started,2025-12-25 15:01:00,web
291,74,payment_success,2025-12-25 15:01:00,google_pay
292,75,signup,2025-12-17 20:07:00,android
293,75,trial_started,2025-12-17 22:07:00,android
294,75,subscription_started,2025-12-31 22:07:00,android
295,75,payment_success,2025-12-31 22:07:00,apple_pay
296,76,signup,2025-11-14 18:48:00,web
297,77,signup,2025-12-31 10:09:00,android
298,77,trial_started,2026-01-03 17:09:00,android
299,78,signup,2025-12-03 11:53:00,web
300,78,trial_started,2025-12-08 11:53:00,web
301,78,subscription_started,2025-12-22 11:53:00,web
302,78,payment_success,2025-12-22 11:53:00,card
303,79,signup,2025-09-09 10:45:00,ios
304,79,trial_started,2025-09-11 15:45:00,ios
305,79,subscription_expired,2025-09-25 15:45:00,ios
306,80,signup,2025-07-09 10:43:00,android
307,80,trial_started,2025-07-14 20:43:00,android
308,80,subscription_expired,2025-07-28 20:43:00,android
309,81,signup,2025-10-23 04:21:00,web
310,81,trial_started,2025-10-28 05:21:00,web
311,81,subscription_started,2025-11-11 05:21:00,web
312,81,payment_success,2025-11-11 05:21:00,apple_pay
313,81,payment_success,2025-12-11 05:21:00,apple_pay
314,82,signup,2025-12-12 11:19:00,web
315,82,support_contacted,2025-12-15 11:19:00,web
316,82,trial_started,2025-12-12 19:19:00,web
317,82,subscription_expired,2025-12-26 19:19:00,web
318,83,signup,2025-09-27 16:02:00,android
319,83,support_contacted,2025-10-17 16:02:00,android
320,84,signup,2025-08-25 05:46:00,android
321,84,trial_started,2025-08-28 08:46:00,android
322,84,subscription_started,2025-09-11 08:46:00,android
323,84,payment_success,2025-09-11 08:46:00,card
324,84,payment_success,2025-10-11 08:46:00,google_pay
325,84,payment_success,2025-11-10 08:46:00,crypto
326,84,payment_success,2025-12-10 08:46:00,card
327,85,signup,2025-12-04 03:45:00,ios
328,85,trial_started,2025-12-07 04:45:00,ios
329,85,subscription_expired,2025-12-21 04:45:00,ios
330,86,signup,2025-05-12 14:56:00,ios
331,86,trial_started,2025-05-12 19:56:00,ios
332,86,subscription_expired,2025-05-26 19:56:00,ios
333,87,signup,2025-10-07 20:21:00,ios
334,87,support_contacted,2025-10-23 20:21:00,ios
335,87,trial_started,2025-10-07 21:21:00,ios
336,87,subscription_started,2025-10-21 21:21:00,ios
337,87,payment_success,2025-10-21 21:21:00,apple_pay
338,87,payment_failed,2025-11-20 21:21:00,bank_transfer
339,87,payment_success,2025-11-25 21:21:00,bank_transfer
340,87,payment_success,2025-12-20 21:21:00,card
341,87,subscription_canceled,2025-12-28 21:21:00,ios
342,88,signup,2025-08-05 19:22:00,android
343,88,support_contacted,2025-08-22 19:22:00,android
344,88,trial_started,2025-08-10 03:22:00,android
345,88,subscription_started,2025-08-24 03:22:00,android
346,88,payment_success,2025-08-24 03:22:00,card
347,88,subscription_canceled,2025-11-16 03:22:00,android
348,89,signup,2025-10-08 18:47:00,ios
349,89,trial_started,2025-10-14 01:47:00,ios
350,89,subscription_expired,2025-10-28 01:47:00,ios
351,90,signup,2025-11-29 02:45:00,ios
352,90,support_contacted,2025-12-09 02:45:00,ios
353,90,trial_started,2025-12-03 09:45:00,ios
354,90,subscription_started,2025-12-17 09:45:00,ios
355,90,payment_success,2025-12-17 09:45:00,card
356,91,signup,2025-06-09 11:27:00,web
357,91,trial_started,2025-06-13 15:27:00,web
358,91,subscription_expired,2025-06-27 15:27:00,web
359,92,signup,2025-07-06 02:27:00,android
360,92,trial_started,2025-07-10 13:27:00,android
361,92,subscription_started,2025-07-24 13:27:00,android
362,92,payment_success,2025-07-24 13:27:00,card
363,92,payment_success,2025-10-22 13:27:00,card
364,93,signup,2025-07-10 11:32:00,web
365,93,trial_started,2025-07-10 14:32:00,web
366,93,subscription_expired,2025-07-24 14:32:00,web
367,94,signup,2025-10-28 12:36:00,android
368,94,support_contacted,2025-11-02 12:36:00,android
369,94,trial_started,2025-10-31 17:36:00,android
370,94,subscription_expired,2025-11-14 17:36:00,android
371,95,signup,2025-08-08 03:01:00,android
372,95,trial_started,2025-08-12 07:01:00,android
373,95,subscription_expired,2025-08-26 07:01:00,android
374,96,signup,2025-12-11 06:07:00,ios
375,97,signup,2025-11-23 10:42:00,android
376,98,signup,2025-05-11 20:11:00,ios
377,98,trial_started,2025-05-16 05:11:00,ios
378,98,subscription_started,2025-05-30 05:11:00,ios
379,98,payment_success,2025-05-30 05:11:00,bank_transfer
380,98,payment_success,2025-08-28 05:11:00,apple_pay
381,98,payment_success,2025-11-26 05:11:00,card
382,99,signup,2025-12-10 11:08:00,android
383,100,signup,2025-09-03 01:53:00,ios
384,101,signup,2025-08-14 09:54:00,web
385,101,trial_started,2025-08-19 11:54:00,web
386,101,subscription_expired,2025-09-02 11:54:00,web
387,102,signup,2025-07-27 05:42:00,ios
388,102,trial_started,2025-08-01 17:42:00,ios
389,102,subscription_expired,2025-08-15 17:42:00,ios
390,103,signup,2025-05-19 18:26:00,web
391,103,trial_started,2025-05-25 00:26:00,web
392,103,subscription_started,2025-06-08 00:26:00,web
393,103,payment_success,2025-06-08 00:26:00,card
394,103,payment_success,2025-07-08 00:26:00,google_pay
395,103,payment_success,2025-08-07 00:26:00,crypto
396,103,payment_failed,2025-09-06 00:26:00,card
397,103,payment_success,2025-10-06 00:26:00,card
398,103,subscription_canceled,2025-11-02 00:26:00,web
399,104,signup,2025-07-19 23:20:00,web
400,104,trial_started,2025-07-23 07:20:00,web
401,104,subscription_started,2025-08-06 07:20:00,web
402,104,payment_success,2025-08-06 07:20:00,card
403,104,payment_failed,2025-09-05 07:20:00,apple_pay
404,104,payment_success,2025-09-08 07:20:00,apple_pay
405,104,payment_success,2025-10-05 07:20:00,apple_pay
406,104,payment_success,2025-11-04 07:20:00,bank_transfer
407,104,payment_success,2025-12-04 07:20:00,crypto
408,105,signup,2025-09-04 03:08:00,android
409,105,trial_started,2025-09-08 09:08:00,android
410,105,subscription_started,2025-09-22 09:08:00,android
411,105,payment_success,2025-09-22 09:08:00,crypto
412,105,payment_success,2025-10-22 09:08:00,google_pay
413,105,payment_success,2025-11-21 09:08:00,google_pay
414,105,subscription_canceled,2025-12-08 09:08:00,android
415,106,signup,2025-10-16 18:19:00,ios
416,107,signup,2025-11-14 22:40:00,web
417,107,trial_started,2025-11-19 05:40:00,web
418,107,subscription_started,2025-12-03 05:40:00,web
419,107,payment_success,2025-12-03 05:40:00,google_pay
420,108,signup,2025-08-19 03:12:00,ios
421,109,signup,2025-02-10 23:46:00,ios
422,109,trial_started,2025-02-12 06:46:00,ios
423,109,subscription_expired,2025-02-26 06:46:00,ios
424,110,signup,2025-07-25 11:43:00,android
425,110,support_contacted,2025-08-02 11:43:00,android
426,110,trial_started,2025-07-27 14:43:00,android
427,110,subscription_expired,2025-08-10 14:43:00,android
428,111,signup,2025-05-15 09:45:00,ios
429,111,trial_started,2025-05-15 18:45:00,ios
430,111,subscription_expired,2025-05-29 18:45:00,ios
431,112,signup,2025-07-20 12:52:00,ios
432,112,support_contacted,2025-08-04 12:52:00,ios
433,112,trial_started,2025-07-25 19:52:00,ios
434,112,subscription_started,2025-08-08 19:52:00,ios
435,112,payment_success,2025-08-08 19:52:00,bank_transfer
436,113,signup,2025-11-24 01:42:00,ios
437,113,trial_started,2025-11-25 01:42:00,ios
438,113,subscription_expired,2025-12-09 01:42:00,ios
439,114,signup,2025-09-25 05:26:00,android
440,114,trial_started,2025-09-25 17:26:00,android
441,114,subscription_started,2025-10-09 17:26:00,android
442,114,payment_success,2025-10-09 17:26:00,apple_pay
443,115,signup,2025-03-17 05:59:00,android
444,116,signup,2025-06-26 01:00:00,web
445,116,trial_started,2025-06-27 09:00:00,web
446,116,subscription_started,2025-07-11 09:00:00,web
447,116,payment_success,2025-07-11 09:00:00,apple_pay
448,116,payment_success,2025-08-10 09:00:00,apple_pay
449,116,payment_success,2025-09-09 09:00:00,card
450,116,subscription_canceled,2025-09-25 09:00:00,web
451,117,signup,2025-11-11 04:30:00,ios
452,117,trial_started,2025-11-16 13:30:00,ios
453,117,subscription_started,2025-11-30 13:30:00,ios
454,117,payment_success,2025-11-30 13:30:00,card
455,118,signup,2025-10-14 22:49:00,web
456,118,support_contacted,2025-10-19 22:49:00,web
457,118,trial_started,2025-10-18 09:49:00,web
458,118,subscription_expired,2025-11-01 09:49:00,web
459,119,signup,2025-12-15 22:35:00,android
460,119,trial_started,2025-12-16 06:35:00,android
461,119,subscription_started,2025-12-30 06:35:00,android
462,119,payment_success,2025-12-30 06:35:00,bank_transfer
463,120,signup,2025-09-12 04:10:00,ios
464,120,support_contacted,2025-09-29 04:10:00,ios
465,120,trial_started,2025-09-12 11:10:00,ios
466,120,subscription_started,2025-09-26 11:10:00,ios
467,120,payment_success,2025-09-26 11:10:00,crypto
468,120,payment_success,2025-10-26 11:10:00,card
469,120,payment_success,2025-11-25 11:10:00,card
470,120,payment_success,2025-12-25 11:10:00,google_pay
471,121,signup,2025-11-21 04:49:00,web
472,122,signup,2025-12-26 12:24:00,web
473,122,support_contacted,2026-01-13 12:24:00,web
474,122,trial_started,2025-12-27 23:24:00,web
475,123,signup,2025-11-04 00:48:00,android
476,123,trial_started,2025-11-06 02:48:00,android
477,123,subscription_started,2025-11-20 02:48:00,android
478,123,payment_success,2025-11-20 02:48:00,card
479,124,signup,2025-12-11 00:15:00,ios
480,124,support_contacted,2025-12-13 00:15:00,ios
481,124,trial_started,2025-12-12 08:15:00,ios
482,124,subscription_started,2025-12-26 08:15:00,ios
483,124,payment_success,2025-12-26 08:15:00,crypto
484,125,signup,2025-08-15 19:49:00,ios
485,125,trial_started,2025-08-16 03:49:00,ios
486,125,subscription_expired,2025-08-30 03:49:00,ios
487,126,signup,2025-10-14 05:40:00,ios
488,126,trial_started,2025-10-19 11:40:00,ios
489,126,subscription_started,2025-11-02 11:40:00,ios
490,126,payment_success,2025-11-02 11:40:00,google_pay
491,126,payment_success,2025-12-02 11:40:00,google_pay
492,126,subscription_canceled,2025-12-24 11:40:00,ios
493,127,signup,2025-09-11 07:16:00,web
494,127,trial_started,2025-09-13 13:16:00,web
495,127,subscription_expired,2025-09-27 13:16:00,web
496,128,signup,2025-09-14 02:12:00,android
497,128,trial_started,2025-09-14 05:12:00,android
498,128,subscription_expired,2025-09-28 05:12:00,android
499,129,signup,2025-09-07 03:47:00,ios
500,129,trial_started,2025-09-09 09:47:00,ios
501,129,subscription_started,2025-09-23 09:47:00,ios
502,129,payment_success,2025-09-23 09:47:00,card
503,129,payment_success,2025-12-22 09:47:00,apple_pay
504,130,signup,2025-08-06 01:36:00,ios
505,130,trial_started,2025-08-07 06:36:00,ios
506,130,subscription_started,2025-08-21 06:36:00,ios
507,130,payment_success,2025-08-21 06:36:00,apple_pay
508,130,payment_success,2025-09-20 06:36:00,bank_transfer
509,130,payment_success,2025-10-20 06:36:00,card
510,130,payment_failed,2025-11-19 06:36:00,crypto
511,130,subscription_canceled,2025-12-04 06:36:00,ios
512,131,signup,2025-09-12 21:03:00,web
513,131,support_contacted,2025-09-29 21:03:00,web
514,131,trial_started,2025-09-13 06:03:00,web
515,131,subscription_expired,2025-09-27 06:03:00,web
516,132,signup,2025-12-25 15:42:00,android
517,133,signup,2025-10-10 00:32:00,android
518,133,support_contacted,2025-10-15 00:32:00,android
519,133,trial_started,2025-10-14 08:32:00,android
520,133,subscription_started,2025-10-28 08:32:00,android
521,133,payment_success,2025-10-28 08:32:00,card
522,133,payment_success,2025-11-27 08:32:00,apple_pay
523,133,payment_failed,2025-12-27 08:32:00,google_pay
524,134,signup,2025-07-26 20:00:00,web
525,135,signup,2025-10-03 16:58:00,web
526,135,support_contacted,2025-10-06 16:58:00,web
527,135,trial_started,2025-10-06 00:58:00,web
528,135,subscription_expired,2025-10-20 00:58:00,web
529,136,signup,2025-12-12 10:01:00,android
530,136,support_contacted,2025-12-18 10:01:00,android
531,136,trial_started,2025-12-16 16:01:00,android
532,136,subscription_expired,2025-12-30 16:01:00,android
533,137,signup,2025-12-03 12:48:00,android
534,137,trial_started,2025-12-04 13:48:00,android
535,137,subscription_started,2025-12-18 13:48:00,android
536,137,payment_failed,2025-12-18 13:48:00,card
537,138,signup,2025-09-30 11:35:00,android
538,139,signup,2025-03-04 22:04:00,android
539,139,trial_started,2025-03-05 02:04:00,android
540,139,subscription_started,2025-03-19 02:04:00,android
541,139,payment_failed,2025-03-19 02:04:00,crypto
542,139,payment_success,2025-03-24 02:04:00,crypto
543,139,subscription_canceled,2025-05-15 02:04:00,android
544,140,signup,2025-12-18 12:00:00,ios
545,140,trial_started,2025-12-19 22:00:00,ios
546,141,signup,2025-08-19 04:17:00,ios
547,141,trial_started,2025-08-21 07:17:00,ios
548,141,subscription_expired,2025-09-04 07:17:00,ios
549,142,signup,2025-08-29 19:12:00,ios
550,143,signup,2025-10-06 14:21:00,android
551,143,trial_started,2025-10-09 19:21:00,android
552,143,subscription_started,2025-10-23 19:21:00,android
553,143,payment_success,2025-10-23 19:21:00,apple_pay
554,143,payment_success,2025-11-22 19:21:00,card
555,143,payment_failed,2025-12-22 19:21:00,card
556,143,subscription_canceled,2025-12-28 19:21:00,android
557,144,signup,2025-06-23 09:53:00,android
558,144,trial_started,2025-06-28 11:53:00,android
559,144,subscription_expired,2025-07-12 11:53:00,android
560,145,signup,2025-11-24 02:28:00,android
561,145,trial_started,2025-11-26 13:28:00,android
562,145,subscription_expired,2025-12-10 13:28:00,android
563,146,signup,2025-09-21 20:58:00,android
564,146,support_contacted,2025-10-04 20:58:00,android
