user_id,signup_date,country,acquisition_channel_id,device_type,language,age_group
104,2025-07-19,Kazakhstan,2,web,ru,45-54
105,2025-09-04,Poland,4,android,pl,45-54
106,2025-10-16,Russia,1,ios,ru,25-34
107,2025-11-14,Georgia,4,web,ka,35-44
108,2025-08-19,Georgia,3,ios,ru,25-34
109,2025-02-10,Georgia,1,ios,en,35-44
110,2025-07-25,Germany,6,android,en,35-44
111,2025-05-15,Kazakhstan,6,ios,ru,45-54
112,2025-07-20,Russia,6,ios,ru,55+
113,2025-11-24,Poland,2,ios,pl,25-34
114,2025-09-25,Turkey,7,android,en,35-44
115,2025-03-17,Poland,8,android,pl,45-54
116,2025-06-26,Russia,5,web,ru,25-34
117,2025-11-11,Russia,2,ios,ru,35-44
118,2025-10-14,Russia,1,web,ru,35-44
119,2025-12-15,Poland,6,android,en,35-44
120,2025-09-12,Russia,4,ios,ru,35-44
121,2025-11-21,Turkey,6,web,tr,45-54
122,2025-12-26,Georgia,8,web,en,45-54
123,2025-11-04,Georgia,3,android,en,25-34
124,2025-12-11,Kazakhstan,1,ios,kk,35-44
125,2025-08-15,Turkey,3,ios,tr,35-44
126,2025-10-14,Turkey,5,ios,tr,35-44
127,2025-09-11,Kazakhstan,5,web,en,18-24
128,2025-09-14,Germany,5,android,de,25-34
129,2025-09-07,Poland,4,ios,en,25-34
130,2025-08-06,Germany,6,ios,en,35-44
131,2025-09-12,Germany,4,web,de,35-44
132,2025-12-25,Armenia,1,android,hy,25-34
133,2025-10-10,Germany,5,android,en,18-24
134,2025-07-26,UAE,1,web,ar,25-34
135,2025-10-03,Georgia,2,web,ka,25-34
136,2025-12-12,Poland,5,android,en,25-34
137,2025-12-03,UAE,6,android,en,35-44
138,2025-09-30,Poland,4,android,en,18-24
139,2025-03-04,Georgia,2,android,ru,35-44
140,2025-12-18,Russia,4,ios,en,45-54
141,2025-08-19,Russia,4,ios,ru,25-34
142,2025-08-29,Russia,1,ios,ru,45-54
143,2025-10-06,Russia,7,android,en,25-34
144,2025-06-23,UAE,6,android,en,25-34
145,2025-11-24,Poland,4,android,pl,45-54
146,2025-09-21,Georgia,6,android,en,35-44
147,2025-11-11,Russia,1,ios,ru,25-34
148,2025-05-23,Russia,3,android,ru,25-34
149,2025-07-06,Georgia,6,web,ru,25-34
150,2025-09-26,Turkey,5,android,tr,45-54
151,2025-08-17,Russia,5,ios,ru,18-24
152,2025-06-05,Armenia,4,android,hy,45-54
153,2025-07-08,Armenia,2,android,ru,35-44
154,2025-11-23,Germany,1,android,de,55+
155,2025-07-06,Germany,5,android,en,35-44
156,2025-09-03,Armenia,5,ios,en,25-34
157,2025-07-29,Turkey,1,web,en,45-54
158,2025-10-13,Germany,2,android,en,35-44
159,2025-12-25,Armenia,2,android,hy,25-34
160,2025-06-19,Russia,5,ios,ru,35-44
161,2025-04-06,Turkey,2,ios,en,18-24
162,2025-08-09,Georgia,3,web,en,35-44
163,2025-08-26,Germany,5,ios,de,25-34
164,2025-10-11,Georgia,4,android,en,55+
165,2025-12-04,Germany,5,ios,en,35-44
166,2025-09-26,Georgia,2,ios,en,35-44
167,2025-06-20,Russia,5,android,en,35-44
168,2025-12-06,Armenia,7,ios,hy,35-44
169,2025-10-13,Poland,3,android,pl,25-34
170,2025-11-27,Germany,6,android,de,25-34
171,2025-05-08,Russia,7,ios,en,18-24
172,2025-12-14,Kazakhstan,3,web,en,35-44
173,2025-08-19,Germany,6,ios,de,25-34
174,2025-07-09,Kazakhstan,8,ios,kk,18-24
175,2025-08-13,Turkey,2,web,tr,35-44
176,2025-10-10,Germany,1,ios,en,25-34
177,2025-07-21,Germany,6,ios,en,18-24
178,2025-12-30,Russia,7,ios,ru,18-24
179,2025-08-21,Georgia,3,ios,en,45-54
180,2025-09-16,Germany,7,ios,en,25-34
181,2025-12-25,Germany,7,ios,en,35-44
182,2025-11-04,UAE,8,android,ar,25-34
183,2025-05-17,Russia,4,ios,ru,25-34
184,2025-11-14,Germany,7,ios,de,35-44
185,2025-06-14,Russia,8,android,ru,25-34
186,2025-08-13,Turkey,4,ios,en,25-34
187,2025-11-03,UAE,3,ios,en,35-44
188,2025-11-27,Kazakhstan,3,android,kk,35-44
189,2025-06-21,Kazakhstan,2,ios,ru,18-24
190,2025-07-27,Armenia,1,android,en,35-44
191,2025-11-11,Poland,1,ios,pl,35-44
192,2025-10-15,Turkey,5,android,tr,55+
193,2025-09-28,Kazakhstan,1,ios,ru,18-24
194,2025-08-21,Germany,5,ios,en,18-24
195,2025-08-25,Turkey,5,web,en,25-34
196,2025-04-23,Poland,4,ios,en,35-44
197,2025-11-14,Poland,2,web,pl,55+
198,2025-07-09,Russia,8,android,en,35-44
199,2025-09-25,Turkey,5,ios,en,25-34
200,2025-11-17,Poland,4,web,pl,25-34
201,2025-04-23,Georgia,6,ios,ru,25-34
202,2025-08-20,Turkey,1,ios,tr,35-44
203,2025-04-23,Kazakhstan,2,ios,kk,25-34
204,2025-07-09,Russia,1,ios,en,25-34
205,2025-07-06,Turkey,4,ios,tr,25-34
206,2025-04-23,Poland,4,android,en,55+
207,2025-06-20,Poland,3,ios,pl,35-44
208,2025-12-17,Poland,8,web,en,25-34
209,2025-09-30,Poland,3,android,pl,18-24
210,2025-08-09,Germany,4,android,de,35-44
211,2025-12-09,Turkey,5,android,en,25-34
212,2025-12-07,Georgia,6,ios,ka,25-34
213,2025-08-13,UAE,5,ios,ar,55+
214,2025-12-08,Kazakhstan,8,web,ru,25-34
215,2025-05-10,Turkey,1,web,tr,25-34
216,2025-07-11,Poland,6,ios,en,45-54
217,2025-11-06,Kazakhstan,6,ios,ru,18-24
218,2025-08-06,Germany,1,android,de,55+
219,2025-08-21,Turkey,4,android,en,35-44
220,2025-08-15,Georgia,8,ios,en,18-24
221,2025-09-04,Turkey,2,web,en,35-44
222,2025-12-10,Kazakhstan,8,ios,ru,35-44
223,2025-11-01,Russia,8,android,ru,25-34
224,2025-07-03,Armenia,2,android,en,25-34
225,2025-05-03,Germany,5,android,de,25-34
226,2025-09-12,UAE,1,ios,en,35-44
227,2025-10-21,Turkey,1,web,tr,35-44
228,2025-12-05,UAE,5,android,ar,45-54
229,2025-12-25,Kazakhstan,6,ios,kk,35-44
230,2025-06-05,Poland,6,ios,en,55+
231,2025-09-30,UAE,7,android,ar,35-44
232,2025-08-28,Poland,2,android,en,35-44
233,2025-05-27,Poland,5,web,pl,18-24
234,2025-07-03,Turkey,2,android,en,25-34
235,2025-07-20,Poland,8,ios,en,18-24
236,2025-05-04,UAE,5,android,ar,55+
237,2025-07-06,UAE,5,ios,en,25-34
238,2025-11-22,UAE,3,web,ar,25-34
239,2025-12-15,Armenia,1,ios,ru,35-44
240,2025-09-16,Russia,1,ios,en,25-34
241,2025-08-02,UAE,5,ios,ar,25-34
242,2025-09-09,Germany,2,ios,en,25-34
243,2025-12-12,Poland,7,ios,pl,35-44
244,2025-10-26,Turkey,1,android,tr,25-34
245,2025-06-13,Turkey,2,ios,tr,25-34
246,2025-12-18,Germany,8,ios,de,35-44
247,2025-09-26,Germany,4,ios,de,25-34
248,2025-11-04,Turkey,6,web,en,35-44
249,2025-05-08,Poland,4,android,pl,25-34
250,2025-10-15,Kazakhstan,5,ios,kk,45-54
251,2025-12-04,Kazakhstan,5,web,kk,25-34
252,2025-12-26,Poland,2,ios,en,25-34
253,2025-09-04,Germany,6,web,en,25-34
254,2025-09-24,Russia,2,ios,ru,35-44
255,2025-05-31,Georgia,1,android,en,45-54
256,2025-10-25,Kazakhstan,6,android,kk,18-24
257,2025-09-09,Russia,5,ios,ru,25-34
258,2025-12-21,Georgia,4,android,ka,35-44
259,2025-09-09,Kazakhstan,8,android,ru,25-34
260,2025-12-26,Turkey,3,web,tr,35-44
261,2025-12-12,Kazakhstan,6,android,kk,35-44
262,2025-10-11,Russia,5,android,ru,18-24
263,2025-07-29,UAE,5,android,en,35-44
264,2025-10-31,Russia,1,ios,ru,25-34
265,2025-10-31,Georgia,1,ios,ru,55+
266,2025-09-11,Germany,2,ios,en,45-54
267,2025-07-27,Poland,2,android,pl,25-34
268,2025-05-17,Armenia,8,web,en,25-34
269,2025-07-03,Kazakhstan,5,ios,en,25-34
270,2025-03-17,Armenia,3,ios,ru,25-34
271,2025-10-14,Georgia,1,web,ka,25-34
272,2025-05-22,Russia,3,android,en,35-44
273,2025-08-25,Turkey,8,android,tr,18-24
274,2025-10-31,Georgia,8,android,en,35-44
275,2025-10-17,Turkey,1,web,tr,25-34
276,2025-05-11,Turkey,5,android,tr,35-44
277,2025-09-07,Kazakhstan,3,ios,en,45-54
278,2025-04-28,Georgia,4,ios,en,18-24
279,2025-04-30,UAE,1,ios,ar,18-24
280,2025-10-09,UAE,1,android,ar,25-34
281,2025-12-26,UAE,5,ios,en,25-34
282,2025-03-16,Russia,1,android,en,25-34
283,2025-07-30,UAE,5,ios,ar,25-34
284,2025-11-19,Kazakhstan,7,web,kk,18-24
285,2025-12-06,Russia,6,android,en,45-54
286,2025-09-11,Russia,3,ios,en,18-24
287,2025-08-15,Russia,3,android,en,25-34
288,2025-10-10,Poland,1,android,pl,25-34
289,2025-04-23,Germany,5,android,en,25-34
290,2025-09-28,Poland,7,android,en,45-54
291,2025-12-15,Germany,8,ios,en,25-34
292,2025-12-04,Georgia,1,web,en,55+
293,2025-07-13,Turkey,1,android,tr,25-34
294,2025-11-06,Georgia,6,android,ka,45-54
295,2025-10-09,Poland,1,android,en,45-54
296,2025-07-27,Russia,4,android,ru,25-34
297,2025-06-18,Russia,5,android,en,25-34
298,2025-12-17,Russia,3,ios,ru,35-44
299,2025-12-06,Kazakhstan,1,web,ru,25-34
300,2025-10-16,Georgia,8,web,ka,45-54
301,2025-10-04,Turkey,5,ios,tr,25-34
302,2025-10-31,Kazakhstan,7,android,en,18-24
303,2025-06-25,UAE,1,web,en,25-34
304,2025-07-14,Kazakhstan,1,android,en,45-54
305,2025-05-09,Poland,7,ios,en,55+
306,2025-09-03,Georgia,3,web,ka,25-34
307,2025-06-25,UAE,2,ios,en,18-24
308,2025-03-07,Georgia,1,android,en,45-54
309,2025-08-26,UAE,7,web,en,35-44
310,2025-06-07,Russia,8,android,ru,35-44
311,2025-12-06,Kazakhstan,4,web,kk,25-34
312,2025-08-18,Georgia,4,android,en,35-44
313,2025-12-31,Poland,3,android,en,45-54
314,2025-10-21,UAE,4,ios,ar,25-34
315,2025-09-21,Russia,1,android,ru,25-34
316,2025-10-10,Germany,2,android,en,45-54
317,2025-09-07,Russia,1,web,ru,25-34
318,2025-10-29,UAE,5,android,ar,25-34
319,2025-10-04,Germany,6,web,de,25-34
320,2025-10-13,Georgia,1,ios,en,45-54
321,2025-04-07,Germany,6,android,de,18-24
322,2025-10-11,Georgia,4,android,en,45-54
323,2025-12-29,Poland,2,ios,pl,45-54
324,2025-10-31,Turkey,1,android,tr,25-34
325,2025-12-30,Kazakhstan,1,android,ru,25-34
326,2025-10-30,Kazakhstan,3,web,ru,18-24
327,2025-04-01,Georgia,6,web,en,25-34
328,2025-07-11,Kazakhstan,2,web,kk,45-54
329,2025-05-29,Georgia,4,ios,en,18-24
330,2025-08-15,Germany,5,ios,en,18-24
331,2025-08-02,Germany,5,web,en,35-44
332,2025-12-26,Turkey,4,web,en,18-24
333,2025-06-07,Turkey,8,ios,tr,18-24
334,2025-07-11,Kazakhstan,2,ios,kk,45-54
335,2025-02-09,Georgia,4,android,en,35-44
336,2025-08-30,Armenia,4,android,hy,35-44
337,2025-08-21,UAE,5,ios,ar,25-34
338,2025-12-11,Georgia,4,ios,en,35-44
339,2025-10-07,Armenia,6,web,hy,18-24
340,2025-12-15,Russia,5,android,ru,35-44
341,2025-10-29,Russia,4,android,en,45-54
342,2025-06-30,Kazakhstan,3,android,ru,35-44
343,2025-07-11,Turkey,8,ios,tr,18-24
344,2025-04-09,Germany,5,android,de,18-24
345,2025-08-25,Georgia,4,web,en,35-44
346,2025-06-30,Turkey,1,ios,tr,18-24
347,2025-11-07,Russia,6,web,ru,25-34
348,2025-09-10,UAE,4,android,ar,18-24
349,2025-06-10,Russia,6,android,ru,18-24
350,2025-09-13,Georgia,5,android,en,25-34
351,2025-12-24,UAE,4,ios,ar,35-44
352,2025-12-15,Germany,4,ios,en,35-44
353,2025-07-16,Russia,7,android,ru,18-24
354,2025-10-08,Germany,1,ios,en,35-44
355,2025-08-11,Kazakhstan,3,android,ru,18-24
356,2025-08-28,Russia,5,ios,en,55+
357,2025-02-27,Kazakhstan,6,android,ru,25-34
358,2025-12-26,Turkey,3,android,tr,18-24
359,2025-12-26,Kazakhstan,4,android,en,18-24
360,2025-11-03,Turkey,8,ios,tr,35-44
361,2025-10-07,Russia,4,web,ru,25-34
362,2025-09-24,Kazakhstan,8,web,en,45-54
363,2025-10-15,Russia,6,web,ru,25-34
364,2025-12-08,Turkey,1,android,tr,35-44
365,2025-05-31,Russia,1,android,ru,45-54
366,2025-07-24,UAE,5,ios,ar,25-34
367,2025-08-08,Kazakhstan,5,ios,ru,25-34
368,2025-09-30,Russia,5,android,en,35-44
369,2025-04-14,Poland,1,android,en,45-54
370,2025-10-26,Kazakhstan,6,android,en,18-24
371,2025-09-03,Georgia,1,web,ru,55+
372,2025-07-03,Russia,3,web,en,35-44
373,2025-06-11,UAE,6,web,en,25-34
374,2025-09-04,Russia,7,ios,en,18-24
375,2025-09-04,Georgia,8,android,en,25-34
376,2025-02-21,Kazakhstan,4,android,ru,45-54
377,2025-12-21,UAE,3,ios,en,35-44
378,2025-11-02,Kazakhstan,5,android,kk,18-24
379,2025-10-05,Russia,7,ios,ru,25-34
380,2025-11-12,Russia,1,web,en,25-34
381,2025-11-09,Russia,2,web,ru,35-44
382,2025-04-21,Kazakhstan,1,android,kk,25-34
383,2025-11-17,Armenia,4,android,hy,25-34
384,2025-09-06,Armenia,3,web,hy,18-24
385,2025-11-17,Turkey,1,web,en,18-24
386,2025-09-21,Russia,5,web,en,25-34
387,2025-12-01,Turkey,6,android,tr,25-34
388,2025-07-28,Georgia,6,web,ka,18-24
389,2025-04-02,Georgia,2,android,ka,45-54
390,2025-12-20,Georgia,4,ios,en,35-44
391,2025-11-18,Armenia,6,android,hy,25-34
392,2025-10-15,Germany,1,ios,de,35-44
393,2025-08-03,Turkey,3,android,tr,25-34
394,2025-12-08,Kazakhstan,8,android,ru,45-54
395,2025-06-24,Russia,2,android,en,45-54
396,2025-09-30,Kazakhstan,4,web,kk,25-34
397,2025-07-05,Georgia,7,ios,ru,45-54
398,2025-03-31,Kazakhstan,1,android,en,25-34
399,2025-07-09,Armenia,1,android,ru,25-34
400,2025-05-25,Kazakhstan,4,ios,ru,55+
401,2025-06-15,Georgia,7,ios,en,45-54
402,2025-12-03,Germany,4,android,en,25-34
403,2025-03-19,Kazakhstan,2,ios,ru,35-44
404,2025-12-08,Russia,5,ios,ru,25-34
405,2025-11-01,Georgia,5,android,ka,25-34
406,2025-06-29,Kazakhstan,6,ios,ru,25-34
407,2025-08-27,Russia,7,android,en,18-24
408,2025-11-22,Kazakhstan,2,web,kk,25-34
409,2025-09-28,UAE,4,ios,en,25-34
410,2025-11-06,Georgia,1,ios,en,45-54
411,2025-10-10,UAE,1,ios,ar,25-34
412,2025-09-26,Poland,7,ios,pl,25-34
413,2025-08-29,Poland,3,web,en,35-44
414,2025-09-02,Germany,5,android,de,18-24
415,2025-06-12,Russia,8,android,ru,18-24
416,2025-03-01,Poland,8,web,en,18-24
417,2025-04-13,Germany,6,android,en,18-24
418,2025-07-16,Russia,4,ios,en,18-24
419,2025-09-19,UAE,6,android,ar,25-34
420,2025-12-31,Georgia,8,ios,ru,25-34
421,2025-12-16,Germany,8,android,de,35-44
422,2025-02-16,Georgia,1,ios,en,55+
423,2025-12-21,Germany,2,ios,de,25-34
424,2025-11-07,Russia,4,ios,ru,25-34
425,2025-11-04,Russia,1,web,ru,25-34
426,2025-07-17,Armenia,6,web,en,45-54
427,2025-09-26,Turkey,7,ios,en,35-44
428,2025-08-30,Armenia,5,android,en,45-54
429,2025-05-26,UAE,6,android,ar,35-44
430,2025-09-30,Georgia,2,android,en,25-34
431,2025-09-06,Germany,2,ios,en,25-34
432,2025-05-25,Kazakhstan,3,android,kk,35-44
433,2025-04-30,Russia,6,ios,ru,55+
434,2025-11-15,Armenia,3,android,en,18-24
435,2025-10-02,Germany,7,ios,de,25-34
436,2025-04-02,Russia,1,android,ru,35-44
437,2025-08-27,Kazakhstan,7,ios,ru,25-34
438,2025-12-12,Armenia,1,android,en,25-34
439,2025-08-17,Poland,5,android,en,25-34
440,2025-06-12,Turkey,6,android,tr,25-34
441,2025-11-14,Georgia,6,web,en,18-24
442,2025-10-06,Armenia,4,android,en,25-34
443,2025-12-26,Georgia,7,web,en,35-44
444,2025-11-13,Turkey,5,web,en,25-34
445,2025-05-25,Kazakhstan,6,ios,kk,35-44
446,2025-11-23,Georgia,5,android,en,18-24
447,2025-12-29,Russia,7,ios,en,18-24
448,2025-08-27,Russia,5,android,en,25-34
449,2025-10-17,Kazakhstan,1,ios,ru,18-24
450,2025-12-21,Georgia,1,android,en,25-34
451,2025-10-15,Kazakhstan,4,android,en,25-34
452,2025-06-13,Georgia,5,android,ka,25-34
453,2025-05-21,Armenia,1,web,en,35-44
454,2025-11-10,Poland,6,android,pl,35-44
455,2025-08-25,UAE,6,android,ar,25-34
456,2025-09-29,UAE,1,web,ar,45-54
457,2025-11-20,Kazakhstan,5,android,en,35-44
458,2025-10-23,Armenia,4,android,hy,35-44
459,2025-07-06,Georgia,4,ios,ka,45-54
460,2025-10-05,Germany,8,android,en,35-44
461,2025-12-15,Germany,1,android,de,35-44
462,2025-09-04,Russia,4,android,ru,35-44
463,2025-12-12,Turkey,4,android,tr,35-44
464,2025-10-11,Georgia,3,web,ru,25-34
465,2025-12-18,Turkey,8,android,tr,18-24
466,2025-08-25,Kazakhstan,1,ios,ru,35-44
467,2025-07-13,UAE,2,ios,ar,25-34
468,2025-10-14,Kazakhstan,2,ios,en,18-24
469,2025-09-16,Kazakhstan,4,ios,ru,18-24
470,2025-09-03,Russia,6,ios,en,18-24
471,2025-05-16,Georgia,5,ios,en,35-44
472,2025-10-07,UAE,6,android,ar,18-24
473,2025-09-28,Armenia,4,ios,hy,35-44
474,2025-07-23,Poland,5,web,pl,25-34
475,2025-08-06,Germany,5,ios,en,55+
476,2025-12-07,Germany,6,android,de,35-44
477,2025-02-14,UAE,2,ios,ar,25-34
478,2025-09-21,Georgia,7,android,ka,25-34
479,2025-10-16,Georgia,7,ios,ru,25-34
480,2025-12-30,Turkey,5,android,en,55+
481,2025-08-10,Poland,5,ios,pl,35-44
482,2025-12-23,Kazakhstan,1,android,ru,18-24
483,2025-11-09,Kazakhstan,4,android,ru,35-44
484,2025-10-13,Russia,7,android,ru,25-34
485,2025-08-18,Georgia,5,ios,ka,18-24
486,2025-09-03,Armenia,8,android,en,18-24
487,2025-11-21,Kazakhstan,1,android,ru,35-44
488,2025-08-09,Poland,4,ios,pl,18-24
489,2025-10-17,Georgia,1,web,ru,18-24
490,2025-06-29,Germany,3,android,en,45-54
491,2025-08-11,Russia,8,android,ru,18-24
492,2025-09-07,Kazakhstan,5,android,ru,55+
493,2025-05-31,Armenia,7,android,hy,35-44
494,2025-12-16,UAE,6,web,ar,18-24
495,2025-09-14,Armenia,5,ios,hy,25-34
496,2025-11-21,Russia,3,web,ru,45-54
497,2025-01-04,Turkey,8,android,tr,18-24
498,2025-04-03,Russia,5,ios,en,55+
499,2025-10-07,Poland,1,web,en,18-24
500,2025-12-02,Russia,7,android,ru,35-44
501,2025-09-04,Russia,8,web,ru,18-24
502,2025-09-15,UAE,2,ios,ar,25-34
503,2025-09-28,Georgia,1,android,en,35-44
504,2025-12-06,Poland,8,web,en,35-44
505,2025-08-17,UAE,7,ios,ar,45-54
506,2025-07-21,Kazakhstan,4,android,en,25-34
507,2025-07-31,Germany,7,android,de,25-34
508,2025-02-02,Georgia,4,ios,ka,55+
509,2025-06-28,Russia,6,android,ru,35-44
510,2025-11-19,Kazakhstan,3,ios,ru,35-44
511,2025-09-25,Georgia,5,web,ka,25-34
512,2025-11-19,Georgia,7,ios,ka,25-34
513,2025-10-26,Turkey,3,web,tr,55+
514,2025-06-17,Armenia,4,web,ru,45-54
515,2025-12-03,Georgia,6,ios,ka,35-44
516,2025-10-24,Poland,3,android,en,25-34
517,2025-08-02,Germany,2,android,de,45-54
518,2025-10-18,Poland,2,ios,en,35-44
519,2025-01-22,Russia,1,ios,ru,35-44
520,2025-07-12,Germany,7,android,de,35-44
521,2025-10-29,Turkey,1,ios,en,35-44
522,2025-09-10,Turkey,6,android,tr,35-44
523,2025-09-24,Turkey,2,android,en,18-24
524,2025-09-08,Germany,5,android,en,35-44
525,2025-08-03,Armenia,2,ios,en,25-34
526,2025-12-03,Turkey,2,ios,tr,35-44
527,2025-03-31,Turkey,6,android,en,25-34
528,2025-09-21,Germany,3,ios,en,25-34
529,2025-09-27,Armenia,7,android,en,18-24
530,2025-08-13,Armenia,2,ios,hy,35-44
531,2025-04-25,Poland,6,android,pl,25-34
532,2025-04-23,Turkey,1,ios,en,45-54
533,2025-09-08,Armenia,2,web,hy,35-44
534,2025-11-10,Russia,3,ios,en,25-34
535,2025-11-25,Germany,1,android,en,25-34
536,2025-10-06,Kazakhstan,1,android,ru,35-44
537,2025-08-05,Kazakhstan,4,android,ru,25-34
538,2025-10-04,Russia,6,web,ru,45-54
539,2025-09-06,Georgia,5,ios,ka,25-34
540,2025-06-24,Georgia,4,ios,en,18-24
541,2025-12-23,Russia,6,android,en,35-44
542,2025-07-11,Turkey,5,ios,en,45-54
543,2025-09-13,Georgia,5,android,ru,35-44
544,2025-08-03,UAE,4,ios,en,35-44
545,2025-04-09,Turkey,3,ios,en,45-54
546,2025-10-08,UAE,5,web,en,35-44
547,2025-08-25,Russia,3,web,en,35-44
548,2025-09-05,Armenia,6,android,ru,25-34
549,2025-05-31,Georgia,2,ios,en,35-44
550,2025-07-09,UAE,3,android,en,25-34
551,2025-08-12,Georgia,8,web,ka,35-44
552,2025-11-10,Kazakhstan,7,android,en,45-54
553,2025-09-25,Kazakhstan,4,android,en,35-44
554,2025-07-02,Georgia,8,ios,en,25-34
555,2025-01-25,Kazakhstan,4,android,ru,25-34
556,2025-11-30,Kazakhstan,2,android,ru,35-44
557,2025-12-21,Georgia,7,android,ru,25-34
558,2025-12-21,Germany,5,ios,de,45-54
559,2025-12-27,Russia,6,ios,en,25-34
560,2025-10-13,Armenia,8,ios,hy,35-44
561,2025-09-30,Germany,6,android,de,35-44
562,2025-04-09,Georgia,2,web,ru,25-34
